187,77
118,186
311,149
151,367
125,380
74,169
44,46
2,25
122,230
20,244
176,20
59,243
240,170
376,78
222,350
85,343
248,206
157,318
261,382
148,35
231,288
73,112
289,288
25,254
177,314
47,286
301,210
239,238
372,8
295,388
249,121
226,385
5,267
236,224
293,327
268,16
226,170
332,12
316,85
373,24
0,146
127,389
239,381
142,143
176,142
18,352
8,35
108,62
75,389
211,325
377,102
170,83
77,264
61,238
251,379
371,160
340,38
197,239
389,252
101,211
159,375
275,287
293,342
231,339
290,167
103,33
276,73
172,9
301,131
292,262
167,314
219,166
97,162
348,342
192,387
160,174
113,83
300,46
54,49
363,308
175,186
292,95
313,25
5,46
273,376
333,197
129,57
345,170
245,317
313,335
324,111
214,32
290,84
318,283
232,121
277,343
170,212
299,16
169,210
276,275
53,67
221,368
285,169
51,278
66,134
248,116
32,393
254,27
202,194
101,43
392,244
303,182
107,225
248,208
255,302
41,193
144,171
148,124
49,54
108,181
385,107
32,373
223,202
379,22
212,97
68,21
189,313
346,252
42,109
173,190
69,305
136,163
364,201
174,135
61,359
298,230
153,248
171,240
321,101
237,20
91,282
227,79
40,385
194,381
77,31
157,125
150,77
66,238
51,284
203,321
53,27
325,335
148,78
242,217
230,22
377,230
234,362
19,102
303,280
142,27
91,13
305,61
338,250
360,124
77,79
120,388
5,237
105,21
299,65
47,146
371,298
269,194
285,92
312,366
191,146
123,368
88,136
73,124
0,211
371,215
376,82
131,35
7,164
33,297
49,230
128,110
170,183
234,235
305,318
49,302
356,243
111,136
35,303
261,348
15,234
132,81
395,350
117,85
7,246
345,81
0,79
392,353
283,282
200,228
42,179
22,27
268,170
131,290
13,257
81,247
302,234
175,276
103,353
379,45
292,169
79,345
190,375
361,174
108,133
375,109
157,187
181,332
391,196
13,92
247,81
331,1
351,243
27,47
228,83
92,355
95,9
115,11
331,144
333,326
201,299
28,148
222,13
215,112
214,100
308,86
115,143
216,356
57,74
234,58
303,71
131,113
120,125
178,381
208,115
380,203
158,175
250,311
2,182
175,204
363,129
114,63
81,156
349,176
103,268
244,202
278,145
41,220
214,205
21,197
225,203
302,117
4,94
314,1
72,382
337,170
179,259
47,325
362,332
38,198
51,344
305,233
104,374
398,279
369,367
234,28
307,317
284,179
398,26
174,178
44,117
220,50
228,322
2,19
55,117
376,167
2,318
193,365
255,346
362,168
98,130
81,93
398,228
29,121
159,380
230,241
261,319
344,146
112,32
360,288
19,127
179,395
163,149
239,18
324,55
301,151
338,115
250,319
30,44
311,209
236,144
140,365
254,373
194,59
356,191
55,247
111,248
132,59
92,398
392,172
244,120
224,45
220,384
187,136
284,251
120,195
389,156
335,142
302,206
89,233
232,170
211,330
187,183
78,256
166,141
27,91
45,251
378,303
187,144
305,324
371,307
225,194
159,39
248,251
331,199
163,101
209,9
33,152
40,98
232,132
160,44
372,186
270,358
54,152
42,197
255,221
90,220
84,90
272,374
47,153
153,331
165,239
299,274
239,40
132,144
232,110
42,247
44,99
65,136
334,171
37,214
125,140
222,340
43,326
357,135
108,204
0,381
235,373
279,346
156,131
270,40
190,97
177,350
356,294
274,13
254,240
126,229
283,29
337,297
339,105
248,289
342,88
285,324
9,278
6,363
391,316
51,227
303,61
281,280
135,267
44,293
322,199
100,317
272,214
66,371
163,136
16,319
193,106
247,104
249,284
311,46
305,161
369,224
89,349
119,269
61,26
147,272
99,354
173,109
191,224
48,106
83,277
93,1
314,354
380,100
299,198
302,261
242,142
83,102
194,252
120,210
300,204
336,201
48,290
207,160
248,329
342,29
105,367
294,310
68,303
7,126
378,28
394,83
60,248
226,348
331,230
279,262
62,69
158,219
24,37
108,136
73,35
195,87
367,67
97,295
2,56
281,277
312,109
107,221
203,286
182,171
205,17
77,40
274,331
141,182
243,357
187,67
324,313
157,225
65,117
200,293
289,6
214,98
101,320
64,257
175,273
61,269
17,190
301,53
283,255
200,122
233,95
230,49
280,40
161,142
319,336
255,150
12,261
14,20
55,28
97,11
155,336
25,265
43,20
310,106
105,182
213,8
255,87
13,331
219,210
68,162
354,187
255,316
347,168
210,153
134,311
46,329
12,337
283,123
391,297
138,0
83,193
232,174
81,5
366,56
179,379
97,66
294,179
195,368
11,84
8,191
106,115
224,345
155,50
290,134
297,154
32,234
0,283
266,174
187,263
84,328
370,310
167,296
397,30
140,274
254,376
394,394
184,301
63,318
85,186
216,285
63,164
281,29
117,1
285,263
207,310
155,117
11,287
40,179
162,73
335,395
363,113
192,59
333,77
179,206
278,318
325,388
140,356
135,120
283,90
254,363
29,134
48,84
53,53
275,238
266,109
239,261
140,117
337,341
89,128
94,356
389,361
361,305
187,219
72,14
375,127
354,280
84,225
216,358
67,287
8,367
34,6
297,41
287,207
369,123
390,43
231,96
355,292
234,191
27,55
58,360
193,199
22,148
12,254
39,170
306,125
62,394
245,219
166,42
398,123
103,165
171,337
229,243
303,229
377,338
294,46
231,296
78,247
51,124
394,287
51,35
70,78
268,285
124,389
388,117
370,275
132,238
386,169
278,69
111,244
377,152
124,1
226,48
77,217
360,119
389,349
73,308
281,299
370,373
353,22
138,187
131,387
2,98
98,119
169,8
150,32
396,358
214,130
363,290
236,295
207,33
358,41
223,96
129,325
32,227
136,97
366,253
6,289
197,352
345,294
119,44
235,194
18,209
72,245
231,116
188,251
139,28
88,194
141,134
22,160
214,319
3,330
71,264
397,342
81,379
58,319
23,383
275,21
177,263
120,173
357,11
154,160
250,54
377,137
188,331
6,20
196,392
224,0
303,160
356,110
302,327
315,291
381,87
144,174
131,179
158,63
279,25
124,301
376,62
342,102
34,285
8,287
378,147
74,106
340,266
114,303
246,377
87,159
308,250
97,234
46,240
384,222
232,234
367,341
291,181
351,394
42,88
61,220
159,304
216,148
107,178
335,329
355,129
369,258
169,148
150,165
152,380
174,82
299,209
84,126
323,123
312,352
4,262
330,260
63,368
145,131
303,22
111,0
178,7
197,236
364,385
143,260
57,309
247,69
113,235
365,329
141,31
20,88
260,89
281,292
373,78
397,277
160,272
22,152
166,135
163,377
4,298
4,351
95,329
394,60
304,342
5,372
70,210
70,124
393,38
125,335
280,97
199,197
124,127
397,33
7,270
180,199
295,213
145,194
258,258
343,69
326,307
248,275
336,160
212,51
169,398
19,150
94,118
212,224
229,26
184,350
66,380
223,137
352,258
135,197
11,240
138,65
33,260
242,91
283,44
387,69
169,304
203,393
12,321
360,108
67,212
100,140
270,276
248,9
292,154
9,70
172,13
389,198
152,386
80,322
21,379
142,344
179,190
169,154
280,63
394,310
20,22
135,299
313,226
200,9
309,151
118,92
44,25
165,382
269,188
387,199
98,16
133,388
355,224
159,373
296,199
277,204
11,326
332,51
204,15
114,34
285,253
115,214
177,161
127,59
257,231
380,4
337,64
26,77
338,383
363,40
179,151
303,291
23,7
272,23
115,130
114,137
37,39
236,12
308,107
40,307
6,40
32,345
384,151
281,274
331,33
383,328
87,139
369,116
208,93
73,152
234,352
307,244
272,332
6,84
377,290
380,12
380,149
247,253
326,302
323,217
198,89
51,117
144,393
263,108
307,73
360,128
187,275
89,25
243,51
274,165
344,158
354,124
259,315
145,329
290,57
204,7
311,36
307,208
29,141
380,19
23,255
182,238
47,20
62,340
303,216
85,74
185,175
199,139
275,86
340,69
328,213
398,174
199,278
373,275
152,378
149,111
385,319
394,137
181,15
107,342
294,131
129,20
334,41
241,48
334,221
348,337
250,108
222,114
246,48
161,304
111,171
251,384
397,156
127,61
231,357
51,378
394,238
64,148
51,2
138,191
263,80
163,337
315,221
96,287
113,326
182,164
89,383
5,210
316,350
134,328
365,41
82,234
374,113
223,38
323,265
8,369
127,93
14,216
63,271
152,0
315,331
251,356
147,132
166,145
64,382
8,390
272,356
365,89
18,60
47,255
203,74
153,311
310,385
283,63
388,143
352,119
147,261
25,71
240,247
266,215
64,327
138,172
176,146
118,355
182,38
5,175
218,365
98,351
370,146
319,190
179,184
392,283
364,313
314,393
111,3
192,337
232,134
157,66
378,301
157,162
197,215
324,234
105,160
337,268
310,86
96,200
201,182
181,208
395,37
394,387
